Cluster,Best_channel,Shank,Cluster_quality,ISI_FPRate,ISI_ViolationRate,Fraction_missing,Presence_ratio
660,24,2,good,0.241058944150352,0.341728895076573,0.0168400764755139,0.87
760,45,4,good,0.0317065187307235,0.33476927259905,0.000543936933623434,0.87
907,56,1,mua,0.626626317872597,1.3029597031668,0.163181080087022,0.87
1030,17,2,good,0.343385491376844,1.10169728490339,0.0108787386724683,0.87
1034,26,2,good,0.0635384425961311,0.190999164378656,0.00924692787159791,0.87
1051,30,2,good,0.257381026544688,0.900253917771679,0.0429490492894373,0.87
1160,17,2,good,0.248905753833357,0.453246625283279,0.0195817296104427,0.87
1268,22,2,good,0.282927359532814,0.246812011517894,0.056025504163211,0.87
1302,8,3,good,0.161068401665673,0.193827344565379,0.018493855743196,0.87
1337,4,3,mua,0.62761452638796,2.29320631491075,0.0511300717606003,0.87
1398,44,4,good,0.350301023029501,0.354547066123028,0.0124885810065267,0.87
1440,46,4,good,0.212021052631579,0.185032894736842,0.0152302341414553,0.87
1444,46,4,good,0.198558039918542,0.242450958783337,0.00380755853536383,0.87
1445,42,4,good,0.325505218071437,0.51549311731717,0.0212135404113129,0.87
1446,41,4,good,0.2635441344159,0.36710246667096,0.0233673196789948,0.87
1448,38,4,good,0.263920222409518,0.39530426449449,0.0522179456278471,0.87
